id_metrica,servidor_id,fecha,cpu_uso,ram_uso,disco_uso
294,1,2026-06-17 00:25:00,42.16,43.07,71.1
295,1,2026-06-17 00:30:00,47.77,50.32,71.77
296,1,2026-06-17 00:35:00,36.6,41.47,71.36
297,1,2026-06-17 00:40:00,44.38,45.36,72.24
298,1,2026-06-17 00:45:00,45.36,49.73,71.52
299,1,2026-06-17 00:50:00,43.16,48.02,70.66
300,1,2026-06-17 00:55:00,48.17,46.89,72.05
301,1,2026-06-17 01:00:00,52.96,44.72,74.26
302,1,2026-06-17 01:05:00,45.71,42.75,72.27
303,1,2026-06-17 01:10:00,42.3,44.33,72.59
304,1,2026-06-17 01:15:00,48.83,44.72,73.18
305,1,2026-06-17 01:20:00,51.24,50.89,72.73
306,1,2026-06-17 01:25:00,52.06,40.94,71.88
307,1,2026-06-17 01:30:00,43.14,46.94,71.63
308,1,2026-06-17 01:35:00,45.94,52.23,72.03
309,1,2026-06-17 01:40:00,48.26,45.89,72.27
310,1,2026-06-17 01:45:00,46.63,47.93,73.36
311,1,2026-06-17 01:50:00,53.2,47.51,72.79
312,1,2026-06-17 01:55:00,42.01,46.32,73.14
313,1,2026-06-17 02:00:00,50.07,47.22,73.08
314,1,2026-06-17 02:05:00,48.57,50.18,72.49
315,1,2026-06-17 02:10:00,45.19,47.59,69.27
316,1,2026-06-17 02:15:00,48.14,35.64,70.47
317,1,2026-06-17 02:20:00,48.42,48.02,71.04
318,1,2026-06-17 02:25:00,43.76,50.69,71.71
319,1,2026-06-17 02:30:00,55.58,46.58,72.61
320,1,2026-06-17 02:35:00,53.08,46.98,71.2
321,1,2026-06-17 02:40:00,46.17,46.48,70.83
322,1,2026-06-17 02:45:00,45.59,44.36,73.12
323,1,2026-06-17 02:50:00,46.75,45.73,72.09
324,1,2026-06-17 02:55:00,47.5,48.43,71.2
325,1,2026-06-17 03:00:00,42.44,49.9,71.79
326,1,2026-06-17 03:05:00,40.94,47.91,72.66
327,1,2026-06-17 03:10:00,40.49,47.27,72.93
328,1,2026-06-17 03:15:00,48.11,48.48,70.79
329,1,2026-06-17 03:20:00,47.93,45.68,71.72
330,1,2026-06-17 03:25:00,50.09,51.02,73.99
331,1,2026-06-17 03:30:00,51.87,46.25,72.55
332,1,2026-06-17 03:35:00,49.68,46.95,72.33
333,1,2026-06-17 03:40:00,49.9,46.41,71.47
334,1,2026-06-17 03:45:00,44.95,48.48,72.2
335,1,2026-06-17 03:50:00,47.97,48.59,71.82
336,1,2026-06-17 03:55:00,49.63,47.72,70.97
337,1,2026-06-17 04:00:00,52.38,45.08,70.54
338,1,2026-06-17 04:05:00,42.43,43.52,72.25
339,1,2026-06-17 04:10:00,45.51,45.57,72.82
340,1,2026-06-17 04:15:00,47.97,47.53,72.61
341,1,2026-06-17 04:20:00,49.07,40.26,71.84
342,1,2026-06-17 04:25:00,37.89,46.69,72.2
343,1,2026-06-17 04:30:00,50.79,50.15,72.4
344,1,2026-06-17 04:35:00,44.61,48.04,71.67
345,1,2026-06-17 04:40:00,46.6,49.54,71.64
346,1,2026-06-17 04:45:00,49.83,48.62,71.25
347,1,2026-06-17 04:50:00,50.5,48.68,72.3
348,1,2026-06-17 04:55:00,43.56,44.01,71.66
349,1,2026-06-17 05:00:00,48.78,43.72,72.64
350,1,2026-06-17 05:05:00,41.64,45.97,72.31
351,1,2026-06-17 05:10:00,56.39,42.45,73.67
352,1,2026-06-17 05:15:00,47.21,47.82,72.32
353,1,2026-06-17 05:20:00,48.39,46.12,73.66
354,1,2026-06-17 05:25:00,44.78,49.98,71.56
355,1,2026-06-17 05:30:00,46.37,43.37,72.66
356,1,2026-06-17 05:35:00,52.39,46.35,72.0
357,1,2026-06-17 05:40:00,42.15,45.9,70.61
358,1,2026-06-17 05:45:00,42.96,47.26,73.52
359,1,2026-06-17 05:50:00,57.85,44.82,73.64
360,1,2026-06-17 05:55:00,47.58,46.13,72.63
361,1,2026-06-17 06:00:00,46.86,46.91,71.79
362,1,2026-06-17 06:05:00,41.02,41.95,72.86
363,1,2026-06-17 06:10:00,45.5,44.79,72.21
364,1,2026-06-17 06:15:00,49.79,47.12,71.55
365,1,2026-06-17 06:20:00,51.51,51.32,72.7
366,1,2026-06-17 06:25:00,50.5,50.31,73.33
367,1,2026-06-17 06:30:00,49.07,48.38,72.72
368,1,2026-06-17 06:35:00,42.22,48.69,70.85
369,1,2026-06-17 06:40:00,43.43,50.49,73.04
370,1,2026-06-17 06:45:00,52.56,45.77,71.05
371,1,2026-06-17 06:50:00,45.65,46.89,72.28
372,1,2026-06-17 06:55:00,51.14,45.5,72.55
373,1,2026-06-17 07:00:00,42.65,47.93,72.21
374,1,2026-06-17 07:05:00,43.61,45.88,72.02
375,1,2026-06-17 07:10:00,45.53,51.9,72.1
376,1,2026-06-17 07:15:00,45.63,40.29,71.31
377,1,2026-06-17 07:20:00,45.56,44.53,73.58
378,1,2026-06-17 07:25:00,45.95,50.45,72.27
379,1,2026-06-17 07:30:00,46.76,46.32,72.21
380,1,2026-06-17 07:35:00,53.48,39.62,70.2
381,1,2026-06-17 07:40:00,44.44,46.63,72.89
382,1,2026-06-17 07:45:00,48.5,45.43,73.22
383,1,2026-06-17 07:50:00,50.73,47.14,73.17
384,1,2026-06-17 07:55:00,47.7,44.9,72.9
385,1,2026-06-17 08:00:00,47.05,46.59,73.68
386,1,2026-06-17 08:05:00,36.81,42.33,71.02
387,1,2026-06-17 08:10:00,45.16,45.82,70.7
388,1,2026-06-17 08:15:00,42.67,44.0,74.66
389,1,2026-06-17 08:20:00,53.82,45.35,71.84
390,1,2026-06-17 08:25:00,42.01,40.86,72.09
391,1,2026-06-17 08:30:00,42.62,46.33,70.6
392,1,2026-06-17 08:35:00,43.56,47.03,72.57
393,1,2026-06-17 08:40:00,48.28,42.62,73.06
394,1,2026-06-17 08:45:00,43.41,48.48,72.19
395,1,2026-06-17 08:50:00,41.1,45.63,72.57
396,1,2026-06-17 08:55:00,49.06,46.16,73.74
397,1,2026-06-17 09:00:00,50.64,45.81,72.96
398,1,2026-06-17 09:05:00,54.34,52.46,70.98
399,1,2026-06-17 09:10:00,42.9,51.04,71.15
400,1,2026-06-17 09:15:00,41.32,45.12,72.63
401,1,2026-06-17 09:20:00,46.2,44.63,71.53
402,1,2026-06-17 09:25:00,43.76,43.94,74.49
403,1,2026-06-17 09:30:00,47.8,49.24,71.72
404,1,2026-06-17 09:35:00,45.87,44.44,69.55
405,1,2026-06-17 09:40:00,41.1,41.15,69.96
406,1,2026-06-17 09:45:00,41.83,50.56,72.16
407,1,2026-06-17 09:50:00,51.77,47.82,72.99
408,1,2026-06-17 09:55:00,43.01,48.16,72.93
409,1,2026-06-17 10:00:00,44.3,48.26,72.77
410,1,2026-06-17 10:05:00,44.41,43.21,71.02
411,1,2026-06-17 10:10:00,46.96,47.56,71.41
412,1,2026-06-17 10:15:00,46.72,48.29,72.82
413,1,2026-06-17 10:20:00,52.82,50.41,71.21
414,1,2026-06-17 10:25:00,53.34,44.99,73.25
415,1,2026-06-17 10:30:00,46.88,45.35,70.4
416,1,2026-06-17 10:35:00,45.92,41.91,73.17
417,1,2026-06-17 10:40:00,52.68,44.19,72.51
418,1,2026-06-17 10:45:00,43.71,44.7,72.98
419,1,2026-06-17 10:50:00,46.46,51.8,71.72
420,1,2026-06-17 10:55:00,50.61,46.88,73.0
421,1,2026-06-17 11:00:00,44.82,46.43,72.09
422,1,2026-06-17 11:05:00,43.27,48.57,72.86
423,1,2026-06-17 11:10:00,48.98,51.19,73.66
424,1,2026-06-17 11:15:00,45.11,47.7,71.58
425,1,2026-06-17 11:20:00,46.7,44.78,73.83
426,1,2026-06-17 11:25:00,48.06,45.93,73.4
427,1,2026-06-17 11:30:00,37.93,40.54,73.0
428,1,2026-06-17 11:35:00,46.85,47.33,70.88
429,1,2026-06-17 11:40:00,46.52,52.59,73.03
430,1,2026-06-17 11:45:00,47.29,45.27,71.81
431,1,2026-06-17 11:50:00,38.09,47.36,73.05
432,1,2026-06-17 11:55:00,40.31,44.6,71.05
433,1,2026-06-17 12:00:00,42.75,46.74,70.12
434,1,2026-06-17 12:05:00,49.07,48.84,71.96
435,1,2026-06-17 12:10:00,36.69,43.59,73.44
436,1,2026-06-17 12:15:00,35.5,45.54,71.03
437,1,2026-06-17 12:20:00,49.83,44.56,72.61
438,1,2026-06-17 12:25:00,48.87,52.09,72.01
439,1,2026-06-17 12:30:00,48.11,42.13,73.4
440,1,2026-06-17 12:35:00,43.57,44.9,72.19
441,1,2026-06-17 12:40:00,40.36,47.27,73.18
442,1,2026-06-17 12:45:00,47.78,41.82,72.08
443,1,2026-06-17 12:50:00,49.58,40.95,71.13
444,1,2026-06-17 12:55:00,50.12,47.39,72.62
445,1,2026-06-17 13:00:00,54.05,47.99,72.87
446,1,2026-06-17 13:05:00,57.45,45.94,71.41
447,1,2026-06-17 13:10:00,48.32,47.9,71.68
448,1,2026-06-17 13:15:00,42.48,53.51,72.54
449,1,2026-06-17 13:20:00,43.68,49.33,72.1
450,1,2026-06-17 13:25:00,45.6,48.27,70.92
451,1,2026-06-17 13:30:00,48.02,52.32,72.68
452,1,2026-06-17 13:35:00,45.1,45.06,71.8
453,1,2026-06-17 13:40:00,45.59,45.45,73.13
454,1,2026-06-17 13:45:00,39.68,49.17,71.83
455,1,2026-06-17 13:50:00,48.12,43.2,73.54
456,1,2026-06-17 13:55:00,51.59,49.46,70.7
457,1,2026-06-17 14:00:00,49.93,47.8,70.6
458,1,2026-06-17 14:05:00,46.51,47.68,72.77
459,1,2026-06-17 14:10:00,47.32,47.46,73.68
460,1,2026-06-17 14:15:00,51.51,37.98,71.89
461,1,2026-06-17 14:20:00,45.95,41.33,72.3
462,1,2026-06-17 14:25:00,51.6,43.32,72.55
463,1,2026-06-17 14:30:00,42.95,44.57,73.69
464,1,2026-06-17 14:35:00,44.44,47.97,70.34
465,1,2026-06-17 14:40:00,54.06,48.39,72.03
466,1,2026-06-17 14:45:00,48.91,42.35,73.39
467,1,2026-06-17 14:50:00,45.31,45.97,71.72
468,1,2026-06-17 14:55:00,44.29,48.67,72.47
469,1,2026-06-17 15:00:00,49.22,46.56,72.72
470,1,2026-06-17 15:05:00,44.93,53.27,70.64
471,1,2026-06-17 15:10:00,51.65,50.69,71.36
472,1,2026-06-17 15:15:00,55.53,49.57,73.18
473,1,2026-06-17 15:20:00,46.72,45.93,72.0
474,1,2026-06-17 15:25:00,48.17,50.79,72.39
475,1,2026-06-17 15:30:00,42.96,49.06,73.13
476,1,2026-06-17 15:35:00,49.23,48.82,71.94
477,1,2026-06-17 15:40:00,42.89,43.98,70.58
478,1,2026-06-17 15:45:00,47.56,46.33,71.77
479,1,2026-06-17 15:50:00,34.79,42.84,73.33
480,1,2026-06-17 15:55:00,43.95,47.66,70.82
