id_transaccion,fecha,canal_id,monto,estado
1093,2026-06-16 00:57:00,105,752.98,EXITOSO
1094,2026-06-16 00:58:30,105,1224.22,FALLIDO
1095,2026-06-16 01:00:00,106,1682.65,EXITOSO
1096,2026-06-16 01:00:00,106,1086.54,EXITOSO
1097,2026-06-16 01:01:30,101,1563.27,EXITOSO
1098,2026-06-16 01:01:30,101,1708.63,EXITOSO
1099,2026-06-16 01:03:00,105,2581.65,EXITOSO
1100,2026-06-16 01:04:30,101,367.47,EXITOSO
1101,2026-06-16 01:04:30,102,622.28,EXITOSO
1102,2026-06-16 01:04:30,106,652.06,EXITOSO
1103,2026-06-16 01:06:00,101,998.66,EXITOSO
1104,2026-06-16 01:06:00,106,983.91,EXITOSO
1105,2026-06-16 01:06:00,104,274.03,EXITOSO
1106,2026-06-16 01:06:00,101,115.14,EXITOSO
1107,2026-06-16 01:07:30,101,1615.03,EXITOSO
1108,2026-06-16 01:07:30,106,225.84,EXITOSO
1109,2026-06-16 01:09:00,104,1901.98,EXITOSO
1110,2026-06-16 01:10:30,101,2974.43,EXITOSO
1111,2026-06-16 01:10:30,105,1715.46,EXITOSO
1112,2026-06-16 01:10:30,106,1651.19,EXITOSO
1113,2026-06-16 01:12:00,106,1468.08,EXITOSO
1114,2026-06-16 01:13:30,106,1327.36,EXITOSO
1115,2026-06-16 01:13:30,102,1095.13,EXITOSO
1116,2026-06-16 01:13:30,105,2608.03,EXITOSO
1117,2026-06-16 01:15:00,102,303.33,EXITOSO
1118,2026-06-16 01:15:00,103,668.93,EXITOSO
1119,2026-06-16 01:15:00,103,873.87,EXITOSO
1120,2026-06-16 01:15:00,103,361.61,EXITOSO
1121,2026-06-16 01:16:30,103,1991.54,EXITOSO
1122,2026-06-16 01:18:00,106,2489.07,EXITOSO
1123,2026-06-16 01:19:30,104,1077.37,EXITOSO
1124,2026-06-16 01:21:00,102,1390.13,EXITOSO
1125,2026-06-16 01:21:00,103,475.93,EXITOSO
1126,2026-06-16 01:22:30,106,465.31,EXITOSO
1127,2026-06-16 01:22:30,101,2035.56,EXITOSO
1128,2026-06-16 01:22:30,104,460.48,EXITOSO
1129,2026-06-16 01:24:00,104,1501.27,EXITOSO
1130,2026-06-16 01:24:00,105,2193.37,EXITOSO
1131,2026-06-16 01:24:00,101,1805.48,EXITOSO
1132,2026-06-16 01:24:00,104,1579.0,EXITOSO
1133,2026-06-16 01:25:30,102,1585.51,EXITOSO
1134,2026-06-16 01:25:30,104,492.18,EXITOSO
1135,2026-06-16 01:25:30,102,379.88,EXITOSO
1136,2026-06-16 01:27:00,106,62.05,EXITOSO
1137,2026-06-16 01:27:00,106,2796.03,EXITOSO
1138,2026-06-16 01:27:00,103,565.85,EXITOSO
1139,2026-06-16 01:28:30,101,934.78,EXITOSO
1140,2026-06-16 01:28:30,103,84.16,EXITOSO
1141,2026-06-16 01:28:30,105,567.71,EXITOSO
1142,2026-06-16 01:30:00,103,2843.93,EXITOSO
1143,2026-06-16 01:30:00,104,2247.03,EXITOSO
1144,2026-06-16 01:31:30,106,1078.26,EXITOSO
1145,2026-06-16 01:31:30,101,2520.34,EXITOSO
1146,2026-06-16 01:31:30,106,2612.02,EXITOSO
1147,2026-06-16 01:31:30,102,708.16,EXITOSO
1148,2026-06-16 01:33:00,103,275.99,EXITOSO
1149,2026-06-16 01:33:00,103,20.17,EXITOSO
1150,2026-06-16 01:34:30,101,1157.55,EXITOSO
1151,2026-06-16 01:34:30,104,2069.13,EXITOSO
1152,2026-06-16 01:34:30,105,485.98,EXITOSO
1153,2026-06-16 01:36:00,105,1787.95,EXITOSO
1154,2026-06-16 01:36:00,103,793.19,EXITOSO
1155,2026-06-16 01:36:00,106,2392.37,EXITOSO
1156,2026-06-16 01:36:00,103,1644.17,EXITOSO
1157,2026-06-16 01:37:30,101,535.31,EXITOSO
1158,2026-06-16 01:37:30,101,1924.3,EXITOSO
1159,2026-06-16 01:37:30,101,2790.95,EXITOSO
1160,2026-06-16 01:39:00,102,2308.29,EXITOSO
1161,2026-06-16 01:39:00,105,1432.17,EXITOSO
1162,2026-06-16 01:39:00,106,2564.04,EXITOSO
1163,2026-06-16 01:39:00,102,1347.16,EXITOSO
1164,2026-06-16 01:40:30,105,1771.58,EXITOSO
1165,2026-06-16 01:40:30,106,642.65,EXITOSO
1166,2026-06-16 01:42:00,101,1352.81,EXITOSO
1167,2026-06-16 01:43:30,101,1991.5,EXITOSO
1168,2026-06-16 01:45:00,103,2359.6,EXITOSO
1169,2026-06-16 01:46:30,101,2189.6,EXITOSO
1170,2026-06-16 01:46:30,101,1258.25,EXITOSO
1171,2026-06-16 01:46:30,101,2422.58,EXITOSO
1172,2026-06-16 01:46:30,102,981.5,EXITOSO
1173,2026-06-16 01:48:00,102,377.07,EXITOSO
1174,2026-06-16 01:48:00,104,761.0,EXITOSO
1175,2026-06-16 01:48:00,103,424.87,EXITOSO
1176,2026-06-16 01:48:00,105,59.46,EXITOSO
1177,2026-06-16 01:49:30,106,123.98,EXITOSO
1178,2026-06-16 01:49:30,105,2688.2,EXITOSO
1179,2026-06-16 01:51:00,104,1288.39,EXITOSO
1180,2026-06-16 01:52:30,101,2767.77,FALLIDO
1181,2026-06-16 01:52:30,102,2552.32,EXITOSO
1182,2026-06-16 01:52:30,101,1319.59,EXITOSO
1183,2026-06-16 01:54:00,104,2095.04,EXITOSO
1184,2026-06-16 01:54:00,103,238.77,EXITOSO
1185,2026-06-16 01:55:30,106,707.04,EXITOSO
1186,2026-06-16 01:55:30,104,1820.53,EXITOSO
1187,2026-06-16 01:55:30,104,2265.28,EXITOSO
1188,2026-06-16 01:55:30,102,2062.57,EXITOSO
1189,2026-06-16 01:57:00,102,898.07,EXITOSO
1190,2026-06-16 01:57:00,106,1527.1,EXITOSO
1191,2026-06-16 01:57:00,106,2664.97,EXITOSO
1192,2026-06-16 01:58:30,103,1466.88,EXITOSO
1193,2026-06-16 01:58:30,103,2062.47,EXITOSO
1194,2026-06-16 02:00:00,103,2517.46,EXITOSO
1195,2026-06-16 02:00:00,102,2941.38,EXITOSO
1196,2026-06-16 02:00:00,104,322.73,EXITOSO
1197,2026-06-16 02:01:30,104,751.97,EXITOSO
1198,2026-06-16 02:01:30,102,805.13,EXITOSO
1199,2026-06-16 02:01:30,104,338.57,EXITOSO
1200,2026-06-16 02:01:30,101,1126.44,EXITOSO
1201,2026-06-16 02:03:00,101,2840.7,EXITOSO
1202,2026-06-16 02:04:30,104,1612.03,EXITOSO
1203,2026-06-16 02:04:30,101,1046.0,EXITOSO
1204,2026-06-16 02:04:30,104,913.41,EXITOSO
1205,2026-06-16 02:04:30,103,953.38,EXITOSO
1206,2026-06-16 02:06:00,104,1100.1,EXITOSO
1207,2026-06-16 02:06:00,104,1329.48,EXITOSO
1208,2026-06-16 02:06:00,104,799.89,EXITOSO
1209,2026-06-16 02:07:30,106,1695.1,EXITOSO
1210,2026-06-16 02:07:30,106,1956.55,EXITOSO
1211,2026-06-16 02:09:00,106,2344.98,EXITOSO
1212,2026-06-16 02:09:00,106,379.55,FALLIDO
1213,2026-06-16 02:09:00,104,1277.23,EXITOSO
1214,2026-06-16 02:09:00,101,2654.62,EXITOSO
1215,2026-06-16 02:10:30,104,342.16,EXITOSO
1216,2026-06-16 02:10:30,101,1954.57,EXITOSO
1217,2026-06-16 02:10:30,105,2174.58,EXITOSO
1218,2026-06-16 02:10:30,101,2164.42,EXITOSO
1219,2026-06-16 02:12:00,103,2487.83,EXITOSO
1220,2026-06-16 02:12:00,101,296.6,EXITOSO
1221,2026-06-16 02:12:00,101,2912.01,EXITOSO
1222,2026-06-16 02:12:00,101,972.84,EXITOSO
1223,2026-06-16 02:13:30,105,2355.9,EXITOSO
1224,2026-06-16 02:15:00,105,858.27,EXITOSO
1225,2026-06-16 02:16:30,102,684.88,EXITOSO
1226,2026-06-16 02:16:30,102,2135.57,EXITOSO
1227,2026-06-16 02:16:30,105,986.41,EXITOSO
1228,2026-06-16 02:16:30,103,574.86,EXITOSO
1229,2026-06-16 02:18:00,102,1046.86,EXITOSO
1230,2026-06-16 02:18:00,104,1977.95,EXITOSO
1231,2026-06-16 02:19:30,101,2680.16,EXITOSO
1232,2026-06-16 02:21:00,101,1442.28,EXITOSO
1233,2026-06-16 02:22:30,105,696.84,FALLIDO
1234,2026-06-16 02:22:30,105,1168.45,EXITOSO
1235,2026-06-16 02:24:00,102,1678.21,EXITOSO
1236,2026-06-16 02:25:30,101,2288.97,EXITOSO
1237,2026-06-16 02:25:30,101,2293.19,EXITOSO
1238,2026-06-16 02:25:30,106,2607.22,EXITOSO
1239,2026-06-16 02:25:30,102,1791.68,EXITOSO
1240,2026-06-16 02:27:00,103,787.86,EXITOSO
1241,2026-06-16 02:27:00,103,935.15,EXITOSO
1242,2026-06-16 02:27:00,101,285.26,EXITOSO
1243,2026-06-16 02:27:00,103,495.27,EXITOSO
1244,2026-06-16 02:28:30,103,827.9,EXITOSO
1245,2026-06-16 02:28:30,104,1306.8,EXITOSO
1246,2026-06-16 02:30:00,101,1068.05,EXITOSO
1247,2026-06-16 02:31:30,104,1082.43,EXITOSO
1248,2026-06-16 02:31:30,105,1742.45,EXITOSO
1249,2026-06-16 02:31:30,104,2084.39,EXITOSO
1250,2026-06-16 02:33:00,104,815.61,EXITOSO
1251,2026-06-16 02:33:00,104,1802.24,EXITOSO
1252,2026-06-16 02:34:30,106,2569.94,EXITOSO
1253,2026-06-16 02:36:00,101,1159.59,EXITOSO
1254,2026-06-16 02:36:00,101,2290.34,EXITOSO
1255,2026-06-16 02:37:30,104,925.43,EXITOSO
1256,2026-06-16 02:37:30,104,2983.51,EXITOSO
1257,2026-06-16 02:37:30,102,544.58,EXITOSO
1258,2026-06-16 02:37:30,102,2012.11,EXITOSO
1259,2026-06-16 02:39:00,102,710.46,EXITOSO
1260,2026-06-16 02:39:00,106,1684.79,EXITOSO
1261,2026-06-16 02:40:30,104,125.37,EXITOSO
1262,2026-06-16 02:40:30,104,2665.95,EXITOSO
1263,2026-06-16 02:40:30,105,1484.42,EXITOSO
1264,2026-06-16 02:42:00,104,2801.11,EXITOSO
1265,2026-06-16 02:42:00,105,418.79,EXITOSO
1266,2026-06-16 02:42:00,102,2449.33,EXITOSO
1267,2026-06-16 02:43:30,106,1505.9,EXITOSO
1268,2026-06-16 02:45:00,102,2315.01,EXITOSO
1269,2026-06-16 02:45:00,105,2018.02,EXITOSO
1270,2026-06-16 02:46:30,103,448.58,EXITOSO
1271,2026-06-16 02:48:00,106,2018.8,EXITOSO
1272,2026-06-16 02:48:00,106,1999.17,EXITOSO
1273,2026-06-16 02:48:00,106,1320.37,EXITOSO
1274,2026-06-16 02:48:00,103,1185.68,EXITOSO
1275,2026-06-16 02:49:30,105,2527.73,EXITOSO
1276,2026-06-16 02:49:30,106,2554.11,EXITOSO
1277,2026-06-16 02:51:00,105,837.26,EXITOSO
1278,2026-06-16 02:51:00,106,2199.82,EXITOSO
1279,2026-06-16 02:52:30,101,1095.2,EXITOSO
1280,2026-06-16 02:52:30,104,2112.85,EXITOSO
1281,2026-06-16 02:52:30,105,1978.65,EXITOSO
1282,2026-06-16 02:52:30,101,2408.51,EXITOSO
1283,2026-06-16 02:54:00,105,1205.91,EXITOSO
1284,2026-06-16 02:54:00,105,617.76,EXITOSO
1285,2026-06-16 02:54:00,106,147.73,EXITOSO
1286,2026-06-16 02:54:00,101,206.56,EXITOSO
1287,2026-06-16 02:55:30,102,1659.96,EXITOSO
1288,2026-06-16 02:55:30,102,1378.73,EXITOSO
1289,2026-06-16 02:55:30,103,2749.13,EXITOSO
1290,2026-06-16 02:55:30,101,198.22,EXITOSO
1291,2026-06-16 02:57:00,105,1633.52,EXITOSO
1292,2026-06-16 02:57:00,102,1605.9,EXITOSO
1293,2026-06-16 02:58:30,104,1752.21,EXITOSO
1294,2026-06-16 02:58:30,106,1451.19,EXITOSO
1295,2026-06-16 03:00:00,105,2240.44,EXITOSO
1296,2026-06-16 03:00:00,106,540.04,EXITOSO
1297,2026-06-16 03:00:00,106,2681.49,EXITOSO
1298,2026-06-16 03:00:00,106,415.34,EXITOSO
1299,2026-06-16 03:01:30,103,160.59,EXITOSO
1300,2026-06-16 03:01:30,105,2218.13,EXITOSO
1301,2026-06-16 03:01:30,102,2027.31,FALLIDO
1302,2026-06-16 03:03:00,101,1426.16,EXITOSO
1303,2026-06-16 03:03:00,105,2789.32,EXITOSO
1304,2026-06-16 03:04:30,104,2954.6,EXITOSO
1305,2026-06-16 03:04:30,101,1373.43,EXITOSO
1306,2026-06-16 03:04:30,106,1935.82,EXITOSO
1307,2026-06-16 03:06:00,104,2684.14,EXITOSO
1308,2026-06-16 03:06:00,102,1593.76,EXITOSO
1309,2026-06-16 03:06:00,102,665.2,EXITOSO
1310,2026-06-16 03:07:30,106,2467.14,EXITOSO
1311,2026-06-16 03:07:30,101,1032.65,EXITOSO
1312,2026-06-16 03:07:30,102,2554.42,EXITOSO
1313,2026-06-16 03:09:00,104,2678.62,EXITOSO
1314,2026-06-16 03:09:00,101,120.18,EXITOSO
1315,2026-06-16 03:09:00,106,2852.41,EXITOSO
1316,2026-06-16 03:09:00,101,2789.18,EXITOSO
1317,2026-06-16 03:10:30,101,2726.43,EXITOSO
1318,2026-06-16 03:10:30,105,1662.82,EXITOSO
1319,2026-06-16 03:10:30,106,2598.82,EXITOSO
1320,2026-06-16 03:10:30,106,2997.97,EXITOSO
1321,2026-06-16 03:12:00,106,2170.35,EXITOSO
1322,2026-06-16 03:12:00,105,1553.98,EXITOSO
1323,2026-06-16 03:12:00,105,157.07,EXITOSO
1324,2026-06-16 03:13:30,102,57.08,EXITOSO
1325,2026-06-16 03:13:30,101,1061.08,EXITOSO
1326,2026-06-16 03:13:30,102,539.05,EXITOSO
1327,2026-06-16 03:15:00,102,1860.06,EXITOSO
1328,2026-06-16 03:15:00,101,528.72,EXITOSO
1329,2026-06-16 03:15:00,106,2016.68,EXITOSO
1330,2026-06-16 03:15:00,105,1613.63,EXITOSO
1331,2026-06-16 03:16:30,101,1051.08,EXITOSO
1332,2026-06-16 03:18:00,102,805.8,EXITOSO
1333,2026-06-16 03:19:30,102,2445.8,EXITOSO
1334,2026-06-16 03:19:30,103,1473.98,EXITOSO
1335,2026-06-16 03:19:30,105,2160.62,EXITOSO
1336,2026-06-16 03:21:00,101,2279.44,EXITOSO
1337,2026-06-16 03:21:00,106,2431.51,EXITOSO
1338,2026-06-16 03:21:00,105,1979.87,EXITOSO
1339,2026-06-16 03:22:30,105,1965.7,EXITOSO
1340,2026-06-16 03:22:30,105,1881.78,EXITOSO
1341,2026-06-16 03:24:00,106,2494.35,FALLIDO
1342,2026-06-16 03:24:00,101,1526.1,EXITOSO
1343,2026-06-16 03:24:00,103,1830.74,EXITOSO
1344,2026-06-16 03:24:00,104,1932.5,EXITOSO
1345,2026-06-16 03:25:30,104,1527.61,EXITOSO
1346,2026-06-16 03:25:30,106,2417.15,EXITOSO
1347,2026-06-16 03:25:30,102,2344.64,EXITOSO
1348,2026-06-16 03:27:00,105,2460.7,EXITOSO
1349,2026-06-16 03:27:00,106,2658.61,EXITOSO
1350,2026-06-16 03:28:30,102,1034.48,EXITOSO
1351,2026-06-16 03:28:30,104,1524.38,EXITOSO
1352,2026-06-16 03:28:30,106,383.67,EXITOSO
1353,2026-06-16 03:28:30,106,2458.78,EXITOSO
1354,2026-06-16 03:30:00,101,2377.17,EXITOSO
1355,2026-06-16 03:30:00,105,1974.77,EXITOSO
1356,2026-06-16 03:30:00,106,173.6,EXITOSO
1357,2026-06-16 03:30:00,104,2759.11,EXITOSO
1358,2026-06-16 03:31:30,102,1265.02,EXITOSO
1359,2026-06-16 03:31:30,101,2619.63,EXITOSO
1360,2026-06-16 03:31:30,104,1118.76,EXITOSO
1361,2026-06-16 03:31:30,103,622.43,EXITOSO
1362,2026-06-16 03:33:00,106,2393.29,EXITOSO
1363,2026-06-16 03:34:30,105,1095.8,EXITOSO
1364,2026-06-16 03:36:00,102,2370.2,EXITOSO
1365,2026-06-16 03:36:00,104,1344.77,EXITOSO
1366,2026-06-16 03:36:00,103,1309.48,EXITOSO
1367,2026-06-16 03:37:30,106,2302.66,EXITOSO
1368,2026-06-16 03:39:00,104,1087.79,EXITOSO
1369,2026-06-16 03:39:00,102,522.6,EXITOSO
1370,2026-06-16 03:39:00,101,144.05,EXITOSO
1371,2026-06-16 03:40:30,106,1735.96,EXITOSO
1372,2026-06-16 03:42:00,106,2191.4,EXITOSO
1373,2026-06-16 03:42:00,106,459.67,EXITOSO
1374,2026-06-16 03:42:00,103,2591.04,EXITOSO
1375,2026-06-16 03:42:00,105,2269.73,EXITOSO
1376,2026-06-16 03:43:30,105,586.94,EXITOSO
1377,2026-06-16 03:43:30,105,1250.82,EXITOSO
1378,2026-06-16 03:43:30,106,772.47,EXITOSO
1379,2026-06-16 03:43:30,103,2494.13,EXITOSO
1380,2026-06-16 03:45:00,105,897.19,FALLIDO
1381,2026-06-16 03:45:00,102,1026.11,EXITOSO
1382,2026-06-16 03:45:00,106,437.42,EXITOSO
1383,2026-06-16 03:45:00,103,795.72,EXITOSO
1384,2026-06-16 03:46:30,101,2199.03,EXITOSO
1385,2026-06-16 03:46:30,103,2332.1,EXITOSO
1386,2026-06-16 03:46:30,106,589.01,EXITOSO
1387,2026-06-16 03:48:00,106,1508.89,EXITOSO
1388,2026-06-16 03:48:00,103,1804.7,EXITOSO
1389,2026-06-16 03:48:00,103,1362.57,EXITOSO
1390,2026-06-16 03:48:00,106,2280.2,EXITOSO
1391,2026-06-16 03:49:30,106,2493.58,EXITOSO
1392,2026-06-16 03:49:30,105,303.15,EXITOSO
1393,2026-06-16 03:49:30,102,1268.64,EXITOSO
1394,2026-06-16 03:51:00,103,1062.66,EXITOSO
1395,2026-06-16 03:52:30,106,1323.13,EXITOSO
1396,2026-06-16 03:52:30,106,2884.28,EXITOSO
1397,2026-06-16 03:54:00,104,1557.79,EXITOSO
1398,2026-06-16 03:54:00,106,2035.76,EXITOSO
1399,2026-06-16 03:54:00,104,2924.98,EXITOSO
1400,2026-06-16 03:55:30,101,2486.52,EXITOSO
1401,2026-06-16 03:55:30,105,623.61,EXITOSO
1402,2026-06-16 03:55:30,102,1069.07,EXITOSO
1403,2026-06-16 03:55:30,101,978.36,EXITOSO
1404,2026-06-16 03:57:00,106,2921.52,EXITOSO
1405,2026-06-16 03:57:00,104,2297.79,EXITOSO
1406,2026-06-16 03:57:00,105,1285.35,EXITOSO
1407,2026-06-16 03:58:30,104,1425.93,EXITOSO
1408,2026-06-16 03:58:30,101,25.12,EXITOSO
1409,2026-06-16 04:00:00,103,2335.86,EXITOSO
1410,2026-06-16 04:01:30,103,2999.54,EXITOSO
1411,2026-06-16 04:01:30,103,1150.66,EXITOSO
1412,2026-06-16 04:01:30,101,911.72,EXITOSO
1413,2026-06-16 04:03:00,104,1139.98,EXITOSO
1414,2026-06-16 04:03:00,104,393.32,EXITOSO
1415,2026-06-16 04:04:30,103,568.39,EXITOSO
1416,2026-06-16 04:06:00,102,1685.77,EXITOSO
1417,2026-06-16 04:07:30,101,2646.0,EXITOSO
1418,2026-06-16 04:07:30,103,1234.2,EXITOSO
1419,2026-06-16 04:07:30,102,909.03,EXITOSO
1420,2026-06-16 04:07:30,106,284.86,EXITOSO
1421,2026-06-16 04:09:00,101,2253.9,EXITOSO
1422,2026-06-16 04:09:00,103,669.61,EXITOSO
1423,2026-06-16 04:10:30,103,546.06,EXITOSO
1424,2026-06-16 04:10:30,101,1535.6,EXITOSO
1425,2026-06-16 04:10:30,103,623.79,EXITOSO
1426,2026-06-16 04:12:00,105,1609.48,EXITOSO
1427,2026-06-16 04:13:30,105,814.41,EXITOSO
1428,2026-06-16 04:15:00,103,1777.43,EXITOSO
1429,2026-06-16 04:15:00,102,1957.81,EXITOSO
1430,2026-06-16 04:15:00,104,948.74,EXITOSO
1431,2026-06-16 04:15:00,104,61.8,EXITOSO
1432,2026-06-16 04:16:30,105,2996.08,EXITOSO
1433,2026-06-16 04:16:30,101,2230.21,EXITOSO
1434,2026-06-16 04:16:30,102,1607.24,EXITOSO
1435,2026-06-16 04:18:00,106,1003.3,EXITOSO
1436,2026-06-16 04:19:30,101,404.98,EXITOSO
1437,2026-06-16 04:19:30,106,2207.14,EXITOSO
1438,2026-06-16 04:19:30,101,2592.45,EXITOSO
1439,2026-06-16 04:19:30,101,709.05,EXITOSO
1440,2026-06-16 04:21:00,106,2316.5,EXITOSO
1441,2026-06-16 04:21:00,103,516.53,EXITOSO
1442,2026-06-16 04:22:30,103,1159.12,EXITOSO
1443,2026-06-16 04:22:30,103,1387.55,EXITOSO
1444,2026-06-16 04:22:30,104,841.66,EXITOSO
1445,2026-06-16 04:22:30,105,2787.36,EXITOSO
1446,2026-06-16 04:24:00,103,2666.75,EXITOSO
1447,2026-06-16 04:24:00,101,1811.47,EXITOSO
1448,2026-06-16 04:25:30,102,2600.97,EXITOSO
1449,2026-06-16 04:25:30,103,59.83,EXITOSO
1450,2026-06-16 04:27:00,104,2741.04,EXITOSO
1451,2026-06-16 04:27:00,101,2895.26,EXITOSO
1452,2026-06-16 04:27:00,106,73.41,FALLIDO
1453,2026-06-16 04:28:30,105,28.67,EXITOSO
1454,2026-06-16 04:28:30,105,2909.52,EXITOSO
1455,2026-06-16 04:30:00,105,2550.89,EXITOSO
1456,2026-06-16 04:31:30,105,2592.51,EXITOSO
1457,2026-06-16 04:33:00,105,814.32,EXITOSO
1458,2026-06-16 04:33:00,106,380.66,EXITOSO
1459,2026-06-16 04:33:00,104,2817.84,EXITOSO
1460,2026-06-16 04:33:00,106,767.58,EXITOSO
1461,2026-06-16 04:34:30,103,2628.47,EXITOSO
1462,2026-06-16 04:34:30,104,849.49,EXITOSO
1463,2026-06-16 04:34:30,106,2789.22,EXITOSO
1464,2026-06-16 04:36:00,103,1479.53,EXITOSO
1465,2026-06-16 04:36:00,101,51.85,EXITOSO
1466,2026-06-16 04:37:30,105,369.13,EXITOSO
1467,2026-06-16 04:37:30,101,2452.55,EXITOSO
1468,2026-06-16 04:37:30,102,347.37,FALLIDO
1469,2026-06-16 04:39:00,105,2800.98,EXITOSO
1470,2026-06-16 04:40:30,101,1185.43,EXITOSO
